epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
69,871.501,1.52967,1.88173,1.47327,0.17195,0.25,0.19993,0.09261,1.36778,2.94694,1.31275,0.007756,0.007756,0.007756
70,884.005,1.50824,2.02855,1.30065,0.28981,0.33333,0.1911,0.06972,1.46841,2.51553,1.36377,0.007723,0.007723,0.007723
71,896.387,1.24484,1.82416,1.23392,0.11957,0.29167,0.173,0.06635,1.4305,3.05192,1.3713,0.00769,0.00769,0.00769
72,908.817,1.41257,2.09723,1.25855,0.24231,0.20833,0.16093,0.07996,1.46177,2.47305,1.37974,0.007657,0.007657,0.007657
73,921.383,1.6644,2.22234,1.59341,0.16591,0.45833,0.21646,0.12094,1.46722,2.28136,1.34589,0.007624,0.007624,0.007624
74,933.838,1.55154,2.3844,1.44891,0.23577,0.33333,0.24822,0.13791,1.32498,2.66012,1.25601,0.007591,0.007591,0.007591
75,946.313,1.63339,2.11188,1.43845,0.34108,0.375,0.30069,0.13411,1.42985,2.58774,1.29414,0.007558,0.007558,0.007558
76,959.861,1.5856,2.2228,1.43897,0.16498,0.66667,0.24356,0.11789,1.35411,10.1684,1.27898,0.007525,0.007525,0.007525
77,973,1.30461,2.31882,1.08253,0.15452,0.375,0.2316,0.09887,1.37016,6.41595,1.30097,0.007492,0.007492,0.007492
78,985.756,1.45892,2.1811,1.324,0.1823,0.61319,0.23683,0.10138,1.33977,2.33032,1.28381,0.007459,0.007459,0.007459
79,998.367,1.42474,2.0823,1.33249,0.15979,0.25,0.24691,0.12323,1.29752,2.24328,1.24624,0.007426,0.007426,0.007426
80,1010.83,1.45433,2.2705,1.2948,0.38613,0.16667,0.30471,0.14796,1.28908,2.82214,1.22827,0.007393,0.007393,0.007393
81,1024.48,1.41934,1.95888,1.35806,0.18987,0.79167,0.35241,0.17692,1.33831,2.1667,1.26076,0.00736,0.00736,0.00736
82,1037.43,1.57296,2.32505,1.42776,0.29126,0.29167,0.32314,0.15345,1.36493,2.4514,1.28622,0.007327,0.007327,0.007327
83,1049.93,1.46994,1.99939,1.47337,0.15983,0.29167,0.20946,0.09312,1.39805,7.65688,1.28365,0.007294,0.007294,0.007294
84,1062.45,1.57346,2.44659,1.41578,0.14281,0.29167,0.20784,0.09071,1.45774,5.46697,1.30505,0.007261,0.007261,0.007261
85,1074.98,1.23771,1.98342,1.1422,0.28802,0.16667,0.26047,0.11548,1.42187,2.38605,1.30203,0.007228,0.007228,0.007228
86,1087.5,1.33449,2.02323,1.21547,0.00973,0.91667,0.29808,0.15031,1.34886,2.22985,1.268,0.007195,0.007195,0.007195
87,1100.02,1.39945,1.88073,1.33283,0.35274,0.27305,0.33201,0.14239,1.40911,2.30344,1.30424,0.007162,0.007162,0.007162
88,1112.48,1.41593,1.91027,1.30916,0.37823,0.22883,0.33156,0.13567,1.52255,2.34992,1.36198,0.007129,0.007129,0.007129
89,1124.97,1.7242,2.25555,1.51322,0.19484,0.375,0.2755,0.13804,1.42615,2.38239,1.33007,0.007096,0.007096,0.007096
90,1137.48,1.5067,2.11204,1.38178,0.22745,0.33333,0.25201,0.13082,1.41369,3.9051,1.314,0.007063,0.007063,0.007063
91,1150.01,1.52311,2.1398,1.42711,0.25782,0.20833,0.2565,0.10645,1.51982,3.06358,1.37016,0.00703,0.00703,0.00703
92,1162.59,1.49224,1.93085,1.43085,0.34965,0.22465,0.28308,0.12777,1.47234,2.05357,1.32898,0.006997,0.006997,0.006997
93,1175.12,1.55198,2.07517,1.3662,0.23269,0.125,0.27497,0.14477,1.43159,2.31755,1.29295,0.006964,0.006964,0.006964
94,1187.64,1.39793,1.90194,1.45785,0.22726,0.20833,0.23731,0.11627,1.44487,2.71437,1.31473,0.006931,0.006931,0.006931
95,1200.55,1.3436,2.09719,1.32239,0.2446,0.16667,0.30715,0.1535,1.41223,2.19046,1.2826,0.006898,0.006898,0.006898
96,1213.02,1.08932,1.70599,1.03788,0.22629,0.16667,0.31412,0.15607,1.42872,2.07937,1.30439,0.006865,0.006865,0.006865
97,1225.63,1.65859,2.33451,1.51617,0.2725,0.375,0.31279,0.13866,1.4244,2.80898,1.31395,0.006832,0.006832,0.006832
98,1238.22,1.53069,2.04796,1.39552,0.3109,0.41667,0.33179,0.15087,1.38091,3.27258,1.28351,0.006799,0.006799,0.006799
99,1250.79,1.43338,2.06267,1.30076,0.33151,0.3104,0.35401,0.15082,1.44607,2.35463,1.29452,0.006766,0.006766,0.006766
100,1263.27,1.27413,1.71152,1.1424,0.23555,0.125,0.27083,0.10765,1.5319,2.26756,1.36126,0.006733,0.006733,0.006733
101,1275.74,1.39319,2.06711,1.28714,0.29102,0.125,0.19764,0.08483,1.45395,2.38567,1.36022,0.0067,0.0067,0.0067
102,1288.22,1.17763,1.7682,1.06852,0.15372,0.25,0.21714,0.10774,1.36443,2.92853,1.28743,0.006667,0.006667,0.006667
103,1300.81,1.53589,2.14957,1.51184,0.24576,0.36676,0.27669,0.12435,1.29985,2.2188,1.23216,0.006634,0.006634,0.006634
104,1313.37,1.30304,1.98617,1.28186,0.42973,0.25126,0.30889,0.13576,1.38321,2.20788,1.31121,0.006601,0.006601,0.006601
105,1326.18,1.52527,2.0542,1.36237,0.15677,0.25,0.27952,0.15761,1.3564,2.1032,1.30035,0.006568,0.006568,0.006568
106,1339.09,1.34782,1.87415,1.25998,0.20088,0.29167,0.30956,0.14005,1.44424,2.32538,1.34985,0.006535,0.006535,0.006535
107,1351.64,1.68441,2.44523,1.46639,0.23889,0.25,0.30816,0.13759,1.44469,2.02904,1.36513,0.006502,0.006502,0.006502
108,1364.2,1.48724,1.93002,1.39372,0.4134,0.1769,0.29998,0.1405,1.40058,2.38238,1.30536,0.006469,0.006469,0.006469
109,1376.71,1.24103,1.88621,1.25984,0.22306,0.29167,0.29253,0.13575,1.35362,5.12721,1.27855,0.006436,0.006436,0.006436
110,1389.3,1.43799,1.86224,1.28917,0.20518,0.41667,0.27067,0.1182,1.39382,5.29608,1.2873,0.006403,0.006403,0.006403
111,1401.84,1.63893,2.08861,1.44189,0.17526,0.34551,0.21605,0.11974,1.42167,2.29983,1.30721,0.00637,0.00637,0.00637
112,1414.6,1.60011,1.86713,1.53316,0.34692,0.375,0.31107,0.162,1.37416,2.0618,1.27679,0.006337,0.006337,0.006337
113,1427.16,1.47223,2.04269,1.29107,0.52125,0.27302,0.34173,0.12855,1.50711,2.40335,1.34093,0.006304,0.006304,0.006304
114,1439.61,1.38071,1.70932,1.28359,0.13854,0.25,0.22016,0.09624,1.54273,2.49456,1.40781,0.006271,0.006271,0.006271
115,1452.15,1.76426,2.07159,1.62548,0.18129,0.20833,0.28219,0.10031,1.43951,2.80433,1.29659,0.006238,0.006238,0.006238
116,1464.66,1.55004,1.82003,1.39398,0.71573,0.125,0.25338,0.0883,1.45427,2.59807,1.29643,0.006205,0.006205,0.006205
117,1477.17,1.4391,1.79907,1.35447,0.58507,0.16667,0.28384,0.1069,1.43924,4.39442,1.28611,0.006172,0.006172,0.006172
118,1489.66,1.43827,1.76164,1.25417,0.2087,0.37367,0.24562,0.12216,1.45696,2.83918,1.3226,0.006139,0.006139,0.006139
119,1502.12,1.45132,1.69332,1.46385,0.21084,0.375,0.26222,0.11742,1.445,2.30241,1.33607,0.006106,0.006106,0.006106
120,1514.73,1.38566,1.94522,1.21938,0.28472,0.375,0.35715,0.1561,1.41027,2.17209,1.31184,0.006073,0.006073,0.006073
121,1527.39,1.48961,1.87896,1.39618,0.34616,0.33333,0.37065,0.15838,1.44153,2.16321,1.31198,0.00604,0.00604,0.00604
122,1540,1.15831,1.60436,1.0304,0.38738,0.20833,0.34291,0.14275,1.475,2.12471,1.30914,0.006007,0.006007,0.006007
123,1552.53,1.6638,2.02444,1.55731,0.26624,0.33333,0.29623,0.14438,1.42329,2.18109,1.27764,0.005974,0.005974,0.005974
124,1565.36,1.33945,2.09299,1.28912,0.22843,0.35801,0.29888,0.17072,1.44254,2.88876,1.30811,0.005941,0.005941,0.005941
125,1577.87,1.43063,1.74461,1.43833,0.23849,0.29167,0.28809,0.14965,1.45909,2.10739,1.32603,0.005908,0.005908,0.005908
126,1590.46,1.64089,1.90545,1.4656,0.17505,0.25,0.25976,0.11232,1.53804,2.27314,1.37322,0.005875,0.005875,0.005875
127,1602.89,1.16864,1.58376,1.08659,0.23176,0.29167,0.27848,0.13547,1.50248,2.07859,1.36522,0.005842,0.005842,0.005842
128,1615.3,1.16692,1.68125,1.04268,0.40688,0.16667,0.27583,0.12462,1.47161,2.271,1.34062,0.005809,0.005809,0.005809
129,1628.01,1.1816,1.69087,1.08523,0.23837,0.375,0.29522,0.14442,1.43656,2.23985,1.30533,0.005776,0.005776,0.005776
130,1640.56,1.36873,1.66047,1.32499,0.27555,0.29167,0.28879,0.141,1.42458,4.70344,1.31475,0.005743,0.005743,0.005743
131,1653.12,1.60301,1.90238,1.45927,0.29954,0.29167,0.29457,0.13567,1.44137,5.04344,1.29292,0.00571,0.00571,0.00571
132,1665.69,1.30344,2.0951,1.19466,0.1413,0.29167,0.26648,0.13448,1.49485,2.33076,1.27651,0.005677,0.005677,0.005677
133,1678.23,1.6152,1.88084,1.47382,0.17758,0.29701,0.24772,0.13255,1.46074,2.02021,1.26794,0.005644,0.005644,0.005644
134,1691.04,1.5776,1.85996,1.38757,0.45533,0.33333,0.33962,0.14779,1.46179,2.20763,1.28469,0.005611,0.005611,0.005611
135,1703.82,1.58577,2.01837,1.50034,0.28339,0.25,0.26942,0.13768,1.49451,2.3327,1.3723,0.005578,0.005578,0.005578
136,1716.69,1.224,1.74228,1.13882,0.21776,0.33333,0.2663,0.13105,1.51415,3.26874,1.37463,0.005545,0.005545,0.005545
137,1729.22,1.36418,1.82697,1.2963,0.22694,0.33333,0.30326,0.14776,1.51314,2.44114,1.35083,0.005512,0.005512,0.005512
138,1742.04,1.26538,1.66488,1.26261,0.36155,0.29167,0.32399,0.14492,1.59567,2.1764,1.391,0.005479,0.005479,0.005479
139,1754.6,1.42916,1.59658,1.28021,0.28296,0.41667,0.31988,0.13107,1.5856,2.70781,1.41351,0.005446,0.005446,0.005446
140,1767.44,1.32383,1.63832,1.18943,0.22539,0.375,0.30902,0.14308,1.46249,2.466,1.31848,0.005413,0.005413,0.005413
141,1779.89,1.39166,1.64399,1.37321,0.28554,0.45833,0.36071,0.15448,1.44985,2.24932,1.32069,0.00538,0.00538,0.00538
142,1792.4,1.26323,1.64402,1.16978,0.35073,0.40544,0.3739,0.17174,1.46009,2.17594,1.32057,0.005347,0.005347,0.005347
143,1805.01,1.54626,1.62887,1.41782,0.33627,0.41667,0.34702,0.16739,1.49359,2.84684,1.31632,0.005314,0.005314,0.005314
144,1817.6,1.4405,1.68937,1.34595,0.37672,0.35304,0.26657,0.13309,1.52398,2.99063,1.32278,0.005281,0.005281,0.005281
145,1830.15,1.61484,1.80036,1.50502,0.2473,0.39726,0.31928,0.15345,1.47462,2.14125,1.29513,0.005248,0.005248,0.005248
146,1842.69,1.43454,1.77824,1.294,0.31291,0.45549,0.31726,0.15643,1.42672,2.27337,1.27162,0.005215,0.005215,0.005215
147,1855.33,1.47745,1.68478,1.37932,0.25567,0.41667,0.26467,0.12968,1.48291,2.24864,1.31896,0.005182,0.005182,0.005182
148,1867.81,1.36542,1.73676,1.2385,0.22915,0.375,0.25393,0.11443,1.52373,2.38073,1.35039,0.005149,0.005149,0.005149
